,Num. Exp,Objeto Contrato,Organismo,Tipo Tramitación,Tipo de Contrato,Procedimiento de Contratación,Importe Total Presup. Licit.,NIF/CIF Adjudicatario/Contratista,Razón Social Adjudicatario/Contratista,Importe Adjudicación Sin Impuestos,Importe total Adjudicación,Plazo Ejecución,Fecha Formalización Contrato
15,73/19,Suministro de material informático para la equipación de las unidades operativas y dependencias de la Policía Local.,NaN,NaN,Suministros,Abierto Simplificado,36058.0,NaN,PUNT INFORMATIC I CREATIU S.L.,NaN,25289,30 Días,2019-12-04
16,42/19,"Servicios de comunicación y promoción de la hostelería y el comercio, asistencia técnica en eventos gastronómicos y desarrollo de un distintivo de calidad gastronómica",NaN,NaN,Servicios,Abierto Simplificado,7986.0,NaN,Carlos Corredor Sáez,NaN,7018,1 Años,2019-12-16
17,26/19,"Servicio de soporte y mantenimiento software de las aplicaciones informáticas ""Control de presencia"" ( Wcronos ) y ""Gestión de servicios de la Policía Local"" ( Wservice-Pol ) para el Ayuntamiento de Alicante",NaN,NaN,Servicios,Negociado sin publicidad,17020.92,NaN,ÁBACO CENTRO DE ESTUDIOS INFORMÁTICOS S.L.,NaN,17020.92,3 Años,2019-09-02
18,4/19,"Servicios de mnto aplicaciones Sicalwin, Firmadoc, Accede-Subvenciones, Aytos Factura y Firmadoc Mobile, Auditoria del registro contable Facturas, Suscripción Aytos Tesorería y Diseño e implantación de un sitema de contabilidad analítica del Ayto",NaN,NaN,Servicios,Negociado sin publicidad,597396.25,NaN,"AYTOS SOLUCIONES INFORMÁTICAS, S.L.U",NaN,597396.25,4 Años,2019-10-08
19,ALC-CONT- 100/18,"Suministro con instalación de juegos infantiles, biosaludables y mobiliario urbano para acondicionamiento y nueva creación de zonas de ocio en espacios públicos para niños y mayores.",NaN,NaN,Suministros,Abierto Simplificado,68527.02,NaN,GALOPIN PLAYGROUNDS. S.L.,NaN,63061.86,1 Meses,2019-06-04
20,ALC-CONT-114/18,"Acondicionamiento y renovación de varias instalaciones de la ciudad deportiva de Alicante, dividido en 2 lotes",NaN,NaN,Obras,Abierto Simplificado,257461.32,NaN,INELSA INGENIERIA INFRAESTRUCTURAS S.L.,NaN,163229,45 Días,2019-05-30
21,ALC-CONT-90/18,"Asistencia jurídica, organizativa y técnica en materia de seguridad de la información en el marco del esquema nacional de seguridad y de la legislación sobre protección de datos de carácter personal, así como en la adaptación al esquema nacional de interoperabilidad para el Ayuntamiento de Alicante",NaN,NaN,Servicios,Abierto Simplificado,30000.0,NaN,"Ingeniería e Integración Avanzadas (Ingenia), S.A.",NaN,21780,1 Años,2019-03-29
22,ALC-CONT-115/18,"Renovación de las suscripciones y contratos de soporte de diversos productos utilizados en el servicio de N.N.T.T., Innovación e Informática del Ayuntamiento de Alicante",NaN,NaN,Servicios,Abierto Simplificado,9323.29,NaN,"SENTINEL INFRAESTRUCTURAS Y TELECOMUNICACIONES, S.L.L.",NaN,3333.21,24 Meses,2019-04-12
23,58/19,Obras comprendidas en el proyecto de Urbanización de parcela docente en calles Aucuba y Madroño. La Cañada del Fenollar-Alicante,NaN,NaN,Obras,Abierto Simplificado,235176.8,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,174379.68,2 Meses,2019-11-06
24,37/19,"Instalación, conservación y desmontaje del alumbrado ornamental de Navidad 2019 , Año Nuevo, Reyes, Carnaval y Hogueras 2020",NaN,NaN,Servicios,Abierto,36431.82,NaN,"DECOURBA 2007, SLU",NaN,34969,6 Meses,2019-12-10
25,ALC-CONT-21/19,"Suministro de trofeos, medallas, copas y placas grabadas para la Concejalía de Deportes del Ayuntamiento de Alicante, todos ellos elementos utilizados en la premiación de las pruebas deportivas de las que dicha Concejalía es organizadora o colaboradora.",NaN,NaN,Suministros,Abierto Simplificado (Abreviado),19360.0,NaN,"Fundi-Trof, S.L..",NaN,9680,1 Años,2019-06-06
26,ALC-CONT-15/2019,Ejecución obras comprendidas en el proyecto de Mejora de accesibilidad y revistalización urbana. Ámbito: Calles General Aldave y Olozaga.,NaN,NaN,Obras,Abierto Simplificado,258212.16,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,186863.86,3 Meses,2019-07-25
27,ALC-CONT-14/2019,Recuperación arquitectónica y accesibilidad en el Castillo de San Fernando de Alicante para su promoción cultural y turística. ,NaN,NaN,Obras,Abierto Simplificado,1155276.88,NaN,"DOALCO, S.A.",NaN,936291.55,5 Meses,2019-12-10
28,ALC-CONT-93/18,"Mantenimiento urgente de espacios públicos zonas este y oeste del término municipal de Alicante, dividido en dos (2) lotes. Lote 1: Mantenimiento urgente de espacios públicos zona este del término municipal de Alicante. Lote 2: Mantenimiento urgente de espacios públicos zona oeste del término municipal de Alicante.",NaN,NaN,Obras,Abierto Simplificado,24042.7,NaN,"TECNICALIA 24, S .L",NaN,17779.58,2 Meses,2019-03-07
29,47/19,"Servicio de asistencia técnica, diseño, organización, coordinación, realización, seguimiento y control de la Semana Europea de la Movilidad 2019 y 2020",NaN,NaN,Servicios,Abierto Simplificado,74920.38,NaN,"MAKYRE EVENTOS C2T, SLU",NaN,66525.8,2 Años,2019-09-13
30,33/19,Gestión integral del centro  de acogida e inserción de personas sin hogar,NaN,NaN,Servicios,Abierto,3878978.95,NaN,FUNDACIÓN SALUD Y COMUNIDAD,NaN,3491081.06,3 Años,2019-11-28
31,ALC-CONT-128/18,Trabajos de reparación de pavimentos terrizos y elementos de obra civil en zonas verdes municipales (Inversiones Financieramente Sostenibles 2018),NaN,NaN,Obras,Abierto Simplificado,422212.81,NaN,"Mediterráneo de Obras y asfaltos, S.L e Involucra,S.L, (MOA e Involucra Terrizos Zonas Verdes Alicante, UTE)",NaN,363694.12,4 Meses,2019-05-23
32,36/19,"Obras comprendidas en el proyecto de Adaptación de intersecciones para la mejora de la movillidad peatonal-Fase II (Actuación EDUSI Alicante Área Las Cigarrerras), cofinanciado por el Fondo Europeo de Desarrollo Regional (FEDER) dentro del Eje 12 ""Desarrollo Urbano"" del Programa Operativo de Crecimiento Sostenible,  para la programación 2014-2020. ""Una manera de hacer Europa"".",NaN,NaN,Obras,Abierto Simplificado,461759.06,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,330677.75,4 Meses,2019-10-08
33,ALC-CONT-13/19,Suministro de agua para las distintas dependencias municipales.,NaN,NaN,Suministros,Abierto Simplificado,39987.2,NaN,"ACQUAJET SEMAE, S. L. U.",NaN,18744,2 Años,2019-09-18
34,ALC-CONT-115/18,"Renovación de las suscripciones y contratos de soporte de diversos productos utilizados en el servicio de N.N.T.T., Innovación e Informática del Ayuntamiento de Alicante",NaN,NaN,Servicios,Abierto Simplificado,3388.0,NaN,Telecomunicación de Levante S.L.,NaN,2252.92,24 Meses,2019-04-16
35,ALC-CONT-115/18,"Renovación de las suscripciones y contratos de soporte de diversos productos utilizados en el servicio de N.N.T.T., Innovación e Informática del Ayuntamiento de Alicante",NaN,NaN,Servicios,Abierto Simplificado,3569.5,NaN,"SENTINEL INFRAESTRUCTURAS Y TELECOMUNICACIONES, S.L.L.",NaN,1768.54,24 Meses,2019-04-12
36,ALC-CONT-11/2019,Patrocinio publicitario con motivo de la celebración en la ciudad de Alicante de un torneo de Pádel incluido en el cirucuito World Pádel Tour 2019.,NaN,NaN,Privado,Negociado sin publicidad,70000.0,NaN,"SETPOINT EVENTS, S.A.",NaN,70000,,2019-04-17
37,81/18,"Redacción del proyecto de ejecución del traslado de la Torre Placia desde su emplazamiento actual hasta el nuevo emplazamiento previsto para ella y ejecución de las obras de traslado material de la Torre Placia, desmontaje y posterior reconstrucción de la Torre en su nuevo emplazamiento y acondicionamiento de éste.",NaN,NaN,Obras,Abierto,1754500.0,NaN,ESTUDIO MÉTODOS DE LA RESTAURACIÓN S.L.,NaN,1488693.25,9 Meses,2019-10-14
38,ALC-CONT-91/18,Arbitraje federado del programa de deporte escolar municipal temporada 2018-19. Modalidad baloncesto,NaN,NaN,Servicios,Negociado sin publicidad,25000.0,NaN,Federación de Baloncesto de la Comunidad Valenciana,NaN,25000,6 Meses,2019-03-13
39,ALC-CONT-12/2019,Conservación y mantenimiento de los pasos elevados sobre las líneas de ferrocarril Alicante-El Reguerón en los PP.kk. 4/751 y 7/860 de la Avda. de Elche (Alicante).  (Tramitación excepcional de emergencia),NaN,NaN,Obras,Abierto,539925.26,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,427511.94,3 Meses,2019-02-20
40,49/19,Obras comprendidas en el proyecto de Mejora en zonas verdes de la margen izquierda del Barranco de Ovejas,NaN,NaN,Obras,Abierto Simplificado,199914.52,NaN,INGENIERÍA Y GESTIÓN DEL RIEGO Y PAISAJE S.L.,NaN,148716.41,2 Meses,2019-12-10
41,46/19,Servicio de Publicidad dirigido a la Campaña de Comunicación Tributaria del Excmo. Ayuntamiento de Alicante para 2.019-2.020,NaN,NaN,Servicios,Abierto,102850.0,NaN,PUNTUAL DISEÑO IMAGEN COMUNICACIÓN S.L,NaN,84936.19,,2019-10-23
42,78/18,"Constituye el objeto del presente contrato la puesta en marcha de los servicios de asesoramiento juvenil  para la Concejalía de Juventud en las siguientes áreas: asesoría laboral, asesoría de sexualidad y psicoafectividad, asesoría de  trastornos de la conducta alimentaria y concepto adolescente y asesoría de hábitos saludables  en IES dirigidas a la población juvenil entre 12 y 35 años.  De conformidad con lo dispuesto en el art. 99 de la Ley 9/2017, el objeto del contrato se divide en lotes: -Lote n.º 1: Contratación de una asesoría laboral para jóvenes para las anualidades 2019 y 2020. -Lote n.º 2:  Contratación de una  asesoría sexual y de psicoafectividad para jóvenes para las anualidades 2019 y 2020. -Lote n.º 3: Contratación de una  asesoría trastornos conducta alimentaria y concepto adolescente para jóvenes para las anualidades 2019 y 2020. -Lote n.º 4: Contratación de una  asesoría habitos saludables en IES para jóvenes para las anualidades 2019 y 2020.",NaN,NaN,Servicios,Abierto,49199.2,NaN,HERNANDEZ Y NUÑEZ U.T.E.,NaN,46739.62,2 Años,2019-02-27
43,ALC-CONT-124/18,"Ejecución obras comprendidas en el proyecto acondicionamiento del entorno de la isleta en la Albufereta, Alicante. (Inversiones financieramente sostenibles ejercicio 2018)",NaN,NaN,Obras,Abierto Simplificado,493630.66,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,399749.95,4 Meses,2019-05-23
44,ALC-CONT-9/19,Suministro de material de oficina 2019 para el Excmo. Ayuntamiento de Alicante. Lote 1: Suministro de papel de oficina para los diferentes servicios y dependencias. Lote 2: Suministro de material de oficina para el Servicio Centralizado.,NaN,NaN,Suministros,Abierto Simplificado,19965.0,NaN,"VISTALEGRE SUMINISTRO INTEGRAL A OFICINAS, S. L.",NaN,15004.72,,2019-04-24
45,ALC-CONT-18/19,Contratación del suministro de papel de oficina para los direntes servicios y dependencias del Ayuntamiento de Alicante para el servicio centralizado de material de oficina del Ayuntamiento de Alicante.,NaN,NaN,Suministros,Abierto Simplificado,43560.0,NaN,proxim de oficinas s.l.,NaN,35080.92,1 Años,2019-07-09
46,6/19,Servicio de transporte sanitario del deporte escolar,NaN,NaN,Servicios,Abierto,74900.0,NaN,AMBULANCIAS VALLADA,NaN,62480,,2019-06-19
47,64/19,"Servicios deportivos municipales y cursos de actividades acuáticas del Ayuntamiento de Alicante, dividido en 2 lotes",NaN,NaN,Servicios,Abierto,165394.04,NaN,SALZILLO SERVICIOS INTEGRALES SLU,NaN,148182.65,,2019-11-14
48,ALC-CONT-93/18,"Mantenimiento urgente de espacios públicos zonas este y oeste del término municipal de Alicante, dividido en dos (2) lotes. Lote 1: Mantenimiento urgente de espacios públicos zona este del término municipal de Alicante. Lote 2: Mantenimiento urgente de espacios públicos zona oeste del término municipal de Alicante.",NaN,NaN,Obras,Abierto Simplificado,24066.9,NaN,"TECNICALIA 24, S .L",NaN,18026.11,2 Meses,2019-03-07
49,ALC-CONT-126/18,Suministro con instalación de luminarias y columnas para la mejora de la eficiencia energética en el alumbrado público ámbito del EDUSI Las Cigarreras. Fase 3. Inversiones financ. sostenibles 2018,NaN,NaN,Suministros,Abierto,384440.43,NaN,"SOCIEDAD IBERICA DE CONSTRUCCINES ELECTRICAS, S.A.",NaN,325896.79,4 Meses,2019-07-09
50,ALC-CONT-22/2019,"Ejecución de las obras comprendidas en el proyecto de ""Adecuación de zona verde en la Avenida Países Escandinavos junto CEIP La Condomina""",NaN,NaN,Obras,Abierto Simplificado,230203.54,NaN,INGENIERÍA Y GESTIÓN DEL RIEGO Y PAISAJE S.L.,NaN,171442.48,3 Meses,2019-10-23
51,5/19,Servicio de acompañamiento en itinerarios de inclusión laboral,NaN,NaN,Servicios,Abierto,162074.47,NaN,ASOCIACIÓN DE INTERVENCIÓN SOCIAL OSZAGALES,NaN,143000,1 Años,2019-07-30
52,ALC-CONT-132/18,"Organización y desarrollo de las actividades y espectáculos que se celebrarán en la Avenida Rambla Méndez Núñez de Alicante con motivo del tradicional ""Sábado Ramblero 2019""",NaN,NaN,Privado,Abierto Simplificado,19000.0,NaN,"PRODUCCIONES ARTÍSTICAS HORIZONTE MUSICAL, S.L.",NaN,14520,,2019-02-28
53,ALC-CONT-24/19,"Servicio de recogida, custodia, mantenimiento, observación, tratamiento, gestión y entrega en adopción de alimales.",NaN,NaN,Servicios,Abierto,130983.25,NaN,SOCIEDAD PROTECTORA DE ANIMALES Y PLANTAS DE ALICANTE,NaN,130982.74,,2019-10-25
54,73/19,Suministro de material informático para la equipación de las unidades operativas y dependencias de la Policía Local.,NaN,NaN,Suministros,Abierto Simplificado,3605.8,NaN,CANON ESPAÑA S.A.U.,NaN,3207.71,30 Días,2019-12-05
55,ALC-CONT-115/18,"Renovación de las suscripciones y contratos de soporte de diversos productos utilizados en el servicio de N.N.T.T., Innovación e Informática del Ayuntamiento de Alicante",NaN,NaN,Servicios,Abierto Simplificado,35209.85,NaN,NAHITEK DIGITAL SLU,NaN,30382.2,24 Meses,2019-04-10
56,ALC-CONT-99/18,Suministro de material para la equipación del Aula de CREM,NaN,NaN,Suministros,Abierto Simplificado (Abreviado),4356.0,NaN,BTRIPPLE 2012 SL,NaN,4356,20 Días,2019-10-22
57,ALC-CONT-129/18,Ejecución de las obras comprendidas en el proyecto de Reparación del lienzo oeste de la muralla del Monte Benacantil,NaN,NaN,Obras,Abierto Simplificado,109503.11,NaN,"SYDCA-XXI CONSTRUCCIONES,S.L.",NaN,85653.33,2 Meses,2019-05-30
58,ALC-CONT-116/18,Mejora instalaciones en infraestructuras libre verde deportivas (Inversiones Financieramente Sostenibles 2018).  ,NaN,NaN,Obras,Abierto Simplificado,574907.51,NaN,EQUIDESA GROUP SL,NaN,534663.91,4 Meses,2019-05-30
59,69/19,"Suministros de trabajos de imprenta y productos relacionados para el servicio centralizado del Excmo. Ayuntamiento de Alicante, reservado a Centros especiales de empleo y Empresas de inserción.",NaN,NaN,Suministros,Abierto Simplificado,42350.0,NaN,"LIMENCOP, S.L.",NaN,38713.95,1 Años,2019-12-16
60,55/19,Obras comprendidas en el proyecto de señalización vial y de mejora viaria en varias calles del polígono industrial Pla de la Vallonga. ,NaN,NaN,Obras,Abierto Simplificado,99499.96,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,58124.89,14 Días,2019-11-26
61,45/19,Obras comprendidas en el proyecto de Urbanización de la Plaza de la Ciudad de la Justicia,NaN,NaN,Obras,Abierto Simplificado,1004250.49,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,831444.28,12 Meses,2019-12-05
62,38/19,Servicio de mantenimiento de las máquinas de cobro de tributos y otros ingresos de derecho público del Ayuntamiento de Alicante,NaN,NaN,Servicios,Negociado sin publicidad,69091.61,NaN,"GRUPO CR TECNO,S.L.",NaN,69091.61,4 Años,2019-11-13
63,ALC-CONT-96/18,Suministros relativos a la impresión de los materiales didácticos de prevención de trastornos adictivos para el Programa Brújula y el Programa 12-16 para 2019.,NaN,NaN,Suministros,Abierto Simplificado (Abreviado),25133.88,NaN,"QUINTA IMPRESION, S.L.U",NaN,18873.86,,2019-02-19
64,64/19,"Servicios deportivos municipales y cursos de actividades acuáticas del Ayuntamiento de Alicante, dividido en 2 lotes",NaN,NaN,Servicios,Abierto,171975.0,NaN,Ebone Servicios Educación Deporte S.L.,NaN,146006.77,,2019-11-14
65,54/19,Proyecto  de red de saneamiento de las calles Pino y Rio Turia y de mejora de la señalización vial en la zona industrial del Llano del Espartal,NaN,NaN,Obras,Abierto Simplificado,131798.84,NaN,EXCAVACIONES GEOS S.L.,NaN,102590.84,70 Días,2019-11-07
66,ALC-CONT-115/18,"Renovación de las suscripciones y contratos de soporte de diversos productos utilizados en el servicio de N.N.T.T., Innovación e Informática del Ayuntamiento de Alicante",NaN,NaN,Servicios,Abierto Simplificado,25894.0,NaN,NAHITEK DIGITAL SLU,NaN,22741.95,24 Meses,2019-04-11
67,ALC-CONT-115/18,"Renovación de las suscripciones y contratos de soporte de diversos productos utilizados en el servicio de N.N.T.T., Innovación e Informática del Ayuntamiento de Alicante",NaN,NaN,Servicios,Abierto Simplificado,10890.0,NaN,QUER SYSTEM INFORMATICA SL,NaN,10652.42,24 Meses,2019-04-11
68,3/19,"Servicio de impresión, ensobrado y manipulado de la recaudación tributaria voluntaria e ingresos no tributarios por parte del Servicio de Economía y Hacienda del Excelentísimo Ayuntamiento de Alicante para 2019",NaN,NaN,Servicios,Abierto Simplificado,54999.34,NaN,"CONSORCIO DE MANIPULADO Y SERVICIOS POSTALES, S.L.",NaN,38387.89,1 Años,2019-03-29
69,ALC-CONT-97/18,Gestión de talleres de formación laboral dirigidos a personas en situación de exclusión social: Especialidades de atención sociosanitaria a personas en el domicilio y de empleo doméstico,NaN,NaN,Servicios,Abierto,55810.0,NaN,Obra Social Santa Luisa de Marillac-Hijas de la Caridad de San Vicente Paul,NaN,52616.67,,2019-03-18
70,61/18,"Formación ""Elaborantes""",NaN,NaN,Servicios,Abierto Simplificado,59822.4,NaN,TRÀNSIT PROJECTES,NaN,55587.4,,2019-03-18
71,ALC-CONT-94/18,Servicio de asistencia técnica para la elaboración del Plan de Inclusión Social de Alicante 2017-2025,NaN,NaN,Servicios,Abierto Simplificado,62000.0,NaN,"BIENESTAR BY CSP, S.L.",NaN,53179.5,1 Años,2019-03-29
72,ALC-CONT-125/18,"Trabajos de renovación de zonas de juegos infantiles, biosaludables y mobiliario urbano (Fase II) en diferentes zonas de la ciudad de Alicante dividido en dos lotes. (Inversiones Sostenibles 2018)",NaN,NaN,Suministros,Abierto,536718.03,NaN,GALOPIN PLAYGROUNDS. S.L.,NaN,392499.19,4 Meses,2019-07-09
73,42/19,"Servicios de comunicación y promoción de la hostelería y el comercio, asistencia técnica en eventos gastronómicos y desarrollo de un distintivo de calidad gastronómica",NaN,NaN,Servicios,Abierto Simplificado,6655.0,NaN,Centro Tecnológico de Seguridad Alimentaria S.L.,NaN,6534,1 Años,2019-12-10
74,42/19,"Servicios de comunicación y promoción de la hostelería y el comercio, asistencia técnica en eventos gastronómicos y desarrollo de un distintivo de calidad gastronómica",NaN,NaN,Servicios,Abierto Simplificado,23964.65,NaN,TOWER BRIDGE SL,NaN,18452.5,1 Años,2019-12-12
75,ALC-CONT-115/18,"Renovación de las suscripciones y contratos de soporte de diversos productos utilizados en el servicio de N.N.T.T., Innovación e Informática del Ayuntamiento de Alicante",NaN,NaN,Servicios,Abierto Simplificado,15609.0,NaN,Telecomunicación de Levante S.L.,NaN,11983.59,24 Meses,2019-04-09
76,31/19,"Obras comprendidas en el proyecto de Corrección de la erosión de espacios forestales degradados en el Tossal (Entorno CEIP Aneja), cofinanciadas por el Fondo Europeo de Desarrollo Regional (FEDER) dentro del Programa Operativo de Crecimiento Sostenible,  para la programación 2014-2020. Una manera de hacer Europa.",NaN,NaN,Obras,Abierto Simplificado,1224015.88,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,943577.37,8 Meses,2019-12-11
77,ALC-CONT-25/19,Servicio de mantenimiento de las instalaciones térmicas municipales,NaN,NaN,Servicios,Abierto,338757.82,NaN,BENESIU Y CANTO S.L.,NaN,330458.25,2 Años,2019-12-04
78,ALC-CONT-112/18,Ejecución obras accesibilidad de la Plaza de la Cruz Roja,NaN,NaN,Obras,Abierto Simplificado,201321.69,NaN,"COINGER EMPRESA CONSTRUCTORA, S.L.",NaN,150991.27,4 Meses,2019-05-23
79,57/19,"Servicio de mantenimiento y actualización software de la aplicación infomática ""Servicio de accesibilidad web aumentada con inclusite"" para el Ayuntamiento de Alicante",NaN,NaN,Servicios,Negociado sin publicidad,8470.0,NaN,Inclusite S.L.,NaN,6806.25,2 Años,2019-12-13
80,ALC-CONT-19/2019,"Obras de Rehabilitación del Skatepark Monte Tossal y regeneración como espacio de dinamización urbana¿, en el ámbito de la estrategia de desarrollo urbano sostenible integrado (EDUSI) Área Las Cigarreras, del municipio de Alicante, cofinanciado por la Comisión Europea con cargo al FEDER dentro del Eje 12 Desarrollo Urbano del Programa Operativo de Crecimiento Sostenible,  para la programación 2014-2020. Una manera de hacer Europa.",NaN,NaN,Obras,Abierto Simplificado,464039.38,NaN,NERCO INFRAESTRUCTURAS SL,NaN,368432.9,4 Meses,2019-12-20
81,10/2019,Servicio de balizamiento de playas y zonas de baño para personas mayores y discapacitados visuales del término municipal de Alicante,NaN,NaN,Servicios,Abierto,223546.58,NaN,"MEDITERRANEO SERVICIOS MARINOS, S.L.",NaN,205700,2 Años,2019-04-16
82,ALC-CONT-114/18,"Acondicionamiento y renovación de varias instalaciones de la ciudad deportiva de Alicante, dividido en 2 lotes",NaN,NaN,Obras,Abierto Simplificado,307176.86,NaN,REALTURF SYSTEMS S.L,NaN,190348.49,45 Días,2019-05-23
